pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,total_pitches_game,preferred_pitch,avg_preferred_ff_velocity,batter_name,bat_speed_pred,swing_length_pred,bat_speed_residual,swing_length_residual
SI,2024-07-21,98.8,1.04,6.47,"Alvarado, José",665833,621237,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,PHI,S,,,0,0,2024,0.9,1.12,-0.33,1.65,,,663698.0,2,8,Bot,,,,,,,-5.929876189459375,-143.55375399540293,-10.489555521427404,13.765557767607442,28.828840372523707,-14.596698851678635,3.83,1.78,3.0,53.8,-32.0,100.7,2132.0,7.1,745470,596117,547180,624641,664761,607208,642215,665506,592206,53.37,,,,,,,,68,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,149.0,0.0,-0.039,77.4,8.1,,0.039,88.0,-5,-5,0.01,0.01,29,25,29,26,1,3,2.0,1.0,5.0,1.0,1.2,0.9,0.9,65.0,14,SI,97.9,Oneil Cruz,79.37823806164623,7.904998649241605,-1.9782380616462234,0.1950013507583943
FC,2024-07-21,93.9,0.85,6.48,"Alvarado, José",665833,621237,,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,PHI,S,,,1,1,2024,-0.26,0.6,-0.78,1.48,,,663698.0,2,8,Bot,,,,,,,-3.7087421791860935,-136.65509339129943,-8.730196131918445,-2.530431257577001,26.357879937457337,-23.047546317197096,3.83,1.78,,,,95.5,1942.0,6.9,745470,596117,547180,624641,664761,607208,642215,665506,592206,53.59,,,,,,,,68,3,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,156.0,0.0,-0.05,83.1,8.9,,0.05,,-5,-5,0.01,0.01,29,25,29,26,1,3,2.0,1.0,5.0,1.0,1.96,-0.26,-0.26,66.3,14,SI,97.9,Oneil Cruz,78.03766763632976,8.313451516880201,5.062332363670237,0.5865484831197989
FC,2024-07-21,93.9,0.98,6.42,"Alvarado, José",665833,621237,strikeout,swinging_strike_blocked,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,PHI,S,2.0,,2,2,2024,-0.35,0.58,-0.84,0.48,,,663698.0,2,8,Bot,,,,,,,-3.9789918941968656,-136.37278057859214,-11.038158687481388,-3.5129877340554954,28.273160709254995,-22.792782701640935,3.83,1.78,,,,95.1,2152.0,6.9,745470,596117,547180,624641,664761,607208,642215,665506,592206,53.55,,0.0,0.0,1.0,0.0,0.0,,68,5,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,158.0,-0.005,-0.197,80.1,8.7,,0.197,,-5,-5,0.01,0.01,29,25,29,26,1,3,2.0,1.0,5.0,1.0,2.0,-0.35,-0.35,65.2,14,SI,97.9,Oneil Cruz,69.94653577684826,8.674543652679201,10.15346422315173,0.025456347320798045
SI,2024-07-19,100.2,0.95,6.5,"Alvarado, José",665833,621237,,foul,,,,,6.0,"Oneil Cruz reaches on a fielder's choice, fielded by second baseman Edmundo Sosa.   Michael A.   Taylor scores.    Andrew McCutchen to 3rd.",R,L,L,PIT,PHI,S,,,2,0,2024,1.01,1.22,0.33,2.78,572191.0,457705.0,,1,9,Bot,,,,,,,-4.158985425373797,-145.81372035414876,-7.91615431732903,15.403946412412177,32.71298082651636,-13.146239833103897,3.81,1.77,,,,101.7,2110.0,7.0,745481,596117,547180,624641,664761,607208,669016,679032,592206,53.5,,,,,,,,84,3,Sinker,6,7,6,7,7,6,6,7,Strategic,Standard,158.0,0.0,-0.104,81.3,6.8,,0.104,,-1,-1,0.537,0.537,29,25,29,26,1,4,6.0,5.0,2.0,1.0,1.04,1.01,1.01,62.1,18,SI,97.9,Oneil Cruz,77.06535191999251,6.4606980015224185,4.234648080007489,0.33930199847758136
SI,2024-07-19,100.0,1.08,6.46,"Alvarado, José",665833,621237,fielders_choice,hit_into_play,,,,,8.0,"Oneil Cruz reaches on a fielder's choice, fielded by second baseman Edmundo Sosa.   Michael A.   Taylor scores.    Andrew McCutchen to 3rd.",R,L,L,PIT,PHI,X,4.0,ground_ball,2,1,2024,1.17,1.19,0.15,1.69,572191.0,457705.0,,1,9,Bot,140.54,152.08,,,,,-5.402011680765158,-145.31536380406084,-10.748535508684627,17.870815119542886,32.74898685978417,-12.997767272779477,3.81,1.77,2.0,103.0,-34.0,101.6,2077.0,7.2,745481,596117,547180,624641,664761,607208,669016,679032,592206,53.34,0.094,0.099,0.9,1.0,0.0,0.0,2.0,84,4,Sinker,6,7,6,7,7,7,7,7,Strategic,Standard,159.0,0.28,0.808,73.5,7.0,0.099,-0.808,103.0,-1,-1,0.537,0.537,29,25,29,26,1,4,6.0,5.0,2.0,1.0,1.09,1.17,1.17,62.0,18,SI,97.9,Oneil Cruz,77.88606806115317,7.469559675292618,-4.386068061153168,-0.46955967529261766
CU,2024-06-08,75.4,-0.81,6.72,"Woods Richardson, Simeon",665833,680573,,swinging_strike,,,,,14.0,"Oneil Cruz grounds out, second baseman Willi Castro to first baseman Jose Miranda.   Andrew McCutchen to 3rd.    Bryan Reynolds to 2nd.",R,L,R,PIT,MIN,S,,,0,1,2024,0.38,-1.47,0.29,1.32,,457705.0,668804.0,1,1,Bot,,,,,,,1.626440628956172,-109.70658211459246,-1.3620979887876508,2.665723456126067,22.827788080224252,-43.82074506479641,3.9,1.83,,,,75.1,2617.0,6.5,745492,543877,669304,650489,668904,621043,666135,621439,596146,54.0,,,,,,,,7,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,18.0,0.0,-0.093,83.5,7.6,,0.093,,0,0,0.585,0.585,23,25,24,26,1,0,6.0,1.0,6.0,1.0,5.53,-0.38,0.38,60.6,97,FF,93.1,Oneil Cruz,72.95313320499439,8.338798840548638,10.546866795005613,-0.7387988405486379
SL,2024-06-08,87.2,-1.29,6.53,"Woods Richardson, Simeon",665833,680573,field_out,hit_into_play,,,,,9.0,"Oneil Cruz grounds out, second baseman Willi Castro to first baseman Jose Miranda.   Andrew McCutchen to 3rd.    Bryan Reynolds to 2nd.",R,L,R,PIT,MIN,X,4.0,ground_ball,1,2,2024,0.53,0.72,0.62,2.22,,457705.0,668804.0,1,1,Bot,148.42,150.86,,,,,3.5120830670018015,-126.98000616837832,-5.786984984185717,5.191926404116207,23.160386781580687,-23.46334520200611,3.9,1.83,6.0,93.9,-21.0,88.2,2411.0,6.6,745492,543877,669304,650489,668904,621043,666135,621439,596146,53.89,0.14,0.144,0.0,1.0,0.0,0.0,2.0,7,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,170.0,-0.028,-0.47,67.8,6.8,0.164,0.47,93.9,0,0,0.585,0.585,23,25,24,26,1,0,6.0,1.0,6.0,1.0,2.25,-0.53,0.53,47.8,97,FF,93.1,Oneil Cruz,80.04518605861236,7.842080100758324,-12.245186058612362,-1.0420801007583238
CU,2024-06-08,78.9,-0.69,6.71,"Woods Richardson, Simeon",665833,680573,,foul,,,,,8.0,Oneil Cruz pops out to shortstop Carlos Correa.,R,L,R,PIT,MIN,S,,,1,1,2024,0.31,-1.17,-0.19,2.05,,457705.0,668804.0,2,3,Bot,,,,,,,0.5167444916047421,-115.01070863465588,-1.194198046705145,2.629560579781885,21.06990511746456,-42.53046416189833,3.9,1.83,3.0,82.4,-32.0,79.6,2776.0,6.7,745492,543877,669304,650489,668904,621043,666135,621439,596146,53.83,,,,,,,,24,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,14.0,0.0,-0.121,82.0,7.5,,0.121,88.0,0,0,0.548,0.548,23,25,24,26,2,1,6.0,1.0,6.0,1.0,4.81,-0.31,0.31,61.9,97,FF,93.1,Oneil Cruz,77.58526829497723,8.277217164680055,4.414731705022774,-0.7772171646800548
SL,2024-06-08,87.8,-1.27,6.49,"Woods Richardson, Simeon",665833,680573,,foul,,,,,14.0,Oneil Cruz pops out to shortstop Carlos Correa.,R,L,R,PIT,MIN,S,,,1,2,2024,0.5,0.6,0.87,2.49,,457705.0,668804.0,2,3,Bot,,,,,,,4.173527440811451,-127.93639733838324,-4.92717054295204,4.742027735989183,23.84156862714608,-24.78336519835296,3.9,1.83,105.0,67.6,73.0,88.8,2304.0,6.6,745492,543877,669304,650489,668904,621043,666135,621439,596146,53.9,,,,,,,,24,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,169.0,0.0,0.0,77.7,7.2,,0.0,88.0,0,0,0.548,0.548,23,25,24,26,2,1,6.0,1.0,6.0,1.0,2.32,-0.5,0.5,47.6,97,FF,93.1,Oneil Cruz,76.82687267213217,7.486596531277682,0.8731273278678344,-0.2865965312776817
CH,2024-06-08,84.4,-1.37,6.35,"Woods Richardson, Simeon",665833,680573,field_out,hit_into_play,,,,,4.0,Oneil Cruz pops out to shortstop Carlos Correa.,R,L,R,PIT,MIN,X,6.0,popup,1,2,2024,-1.2,0.99,-0.7,2.68,,457705.0,668804.0,2,3,Bot,141.15,147.83,,,,,4.0026331359911165,-122.93465877157654,-4.21935166834664,-12.93774326937443,23.53291450520884,-21.478569140034622,3.9,1.83,157.0,84.9,64.0,85.6,2319.0,6.9,745492,543877,669304,650489,668904,621043,666135,621439,596146,53.57,0.014,0.013,0.0,1.0,0.0,0.0,3.0,24,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,252.0,-0.048,-0.299,80.9,8.2,0.015,0.299,88.0,0,0,0.548,0.548,23,25,24,26,2,1,6.0,1.0,6.0,1.0,2.19,1.2,-1.2,45.7,97,FF,93.1,Oneil Cruz,78.11351551398721,7.768112974752004,2.786484486012796,0.4318870252479954
CU,2024-06-08,77.5,-0.45,6.72,"Woods Richardson, Simeon",665833,680573,,swinging_strike,,,,,14.0,"Oneil Cruz grounds out, third baseman Royce Lewis to first baseman Jose Miranda.",R,L,R,PIT,MIN,S,,,1,1,2024,0.46,-1.34,0.2,1.46,,,,1,6,Bot,,,,,,,0.5408366915451778,-112.7948486712868,-1.7802660462552131,3.753745772298256,23.26326136526053,-43.33805625507121,3.9,1.83,,,,77.5,2881.0,6.6,745492,543877,669304,650489,668904,621043,666135,621439,596146,53.9,,,,,,,,43,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Strategic,20.0,0.0,-0.039,83.8,8.2,,0.039,,0,0,0.541,0.541,23,25,24,26,3,2,6.0,1.0,6.0,1.0,5.17,-0.46,0.46,61.9,97,FF,93.1,Oneil Cruz,74.22137225369113,8.369713642877429,9.578627746308868,-0.1697136428774293
CU,2024-06-08,76.9,-0.29,6.77,"Woods Richardson, Simeon",665833,680573,field_out,hit_into_play,,,,,5.0,"Oneil Cruz grounds out, third baseman Royce Lewis to first baseman Jose Miranda.",R,L,R,PIT,MIN,X,5.0,ground_ball,2,2,2024,0.06,-1.29,-0.15,3.18,,,,1,6,Bot,104.18,155.11,,,,,0.1703927678354626,-111.95137595718391,1.7688199673807752,0.4813620319709641,21.148109741689296,-43.56378375418563,3.9,1.83,10.0,100.8,-16.0,77.0,2520.0,6.4,745492,543877,669304,650489,668904,621043,666135,621439,596146,54.06,0.189,0.221,0.0,1.0,0.0,0.0,2.0,43,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,12.0,-0.024,-0.142,72.4,5.9,0.189,0.142,100.8,0,0,0.541,0.541,23,25,24,26,3,2,6.0,1.0,6.0,1.0,5.16,-0.06,0.06,66.8,97,FF,93.1,Oneil Cruz,72.13997545410115,6.881822350445185,0.26002454589885815,-0.9818223504451851
FF,2024-09-05,97.0,-2.66,6.16,"Rainey, Tanner",665833,663432,,swinging_strike,,,,,1.0,Oneil Cruz walks.,R,L,R,PIT,WSH,S,,,2,0,2024,-0.69,1.63,-0.78,3.73,,,,2,8,Bot,,,,,,,6.583407374481827,-141.00703896701944,-4.642080178961175,-10.775540305884508,33.58254382189756,-9.60190012301034,3.89,1.81,,,,96.5,2471.0,6.2,745451,660688,660766,545121,677588,683083,695578,696285,686611,54.32,,,,,,,,74,3,4-Seam Fastball,9,3,9,3,3,9,9,3,Strategic,Strategic,213.0,0.0,-0.023,80.6,6.7,,0.023,,6,6,0.998,0.998,31,25,32,26,1,4,5.0,1.0,2.0,2.0,0.81,0.69,-0.69,40.7,19,FF,94.0,Oneil Cruz,72.17613054279786,6.353596700358771,8.42386945720213,0.34640329964122873
SL,2024-09-07,87.0,-2.52,6.12,"Rainey, Tanner",665833,663432,,swinging_strike,,,,,5.0,Oneil Cruz lines out sharply to center fielder Dylan Crews.,R,L,R,PIT,WSH,S,,,1,0,2024,0.23,0.29,0.25,2.57,,,643396.0,1,6,Bot,,,,,,,6.184862867962475,-126.60720558164324,-2.995516556601576,1.3199887796406669,24.046372454614975,-28.626545179915453,3.82,1.77,,,,87.3,2361.0,6.3,745456,686452,665953,671277,677588,682928,695578,686611,608336,54.16,,,,,,,,56,2,Slider,4,2,4,2,2,4,4,2,Standard,Standard,118.0,0.0,-0.056,82.4,8.5,,0.056,,2,2,0.853,0.853,31,25,32,26,1,3,2.0,0.0,3.0,2.0,2.7,-0.23,0.23,39.6,18,FF,94.0,Oneil Cruz,79.88594135244084,7.649397175874263,2.5140586475591675,0.8506028241257368
SL,2024-09-07,85.8,-2.62,6.16,"Rainey, Tanner",665833,663432,,foul,,,,,4.0,Oneil Cruz lines out sharply to center fielder Dylan Crews.,R,L,R,PIT,WSH,S,,,1,1,2024,0.36,0.09,-0.67,2.54,,,643396.0,1,6,Bot,,,,,,,3.900841128172086,-125.06522461104588,-2.558414734763958,3.053783901588902,22.884971213020247,-30.97557712889496,3.82,1.77,206.0,79.0,54.0,86.3,2488.0,6.3,745456,686452,665953,671277,677588,682928,695578,686611,608336,54.21,,,,,,,,56,3,Slider,4,2,4,2,2,4,4,2,Standard,Standard,73.0,0.0,-0.069,79.1,7.5,,0.069,88.0,2,2,0.853,0.853,31,25,32,26,1,3,2.0,0.0,3.0,2.0,2.98,-0.36,0.36,41.1,18,FF,94.0,Oneil Cruz,79.1199522577561,7.8949192155647,-0.019952257756102654,-0.3949192155647001
FF,2024-09-07,96.0,-2.6,6.22,"Rainey, Tanner",665833,663432,,foul,,,,,11.0,Oneil Cruz lines out sharply to center fielder Dylan Crews.,R,L,R,PIT,WSH,S,,,1,2,2024,-0.68,1.77,-0.89,3.76,,,643396.0,1,6,Bot,,,,,,,6.065040031223053,-139.5807075339882,-4.879750202538732,-10.318511600185513,34.19554068585434,-8.156158859095092,3.82,1.77,,,,95.9,2484.0,6.5,745456,686452,665953,671277,677588,682928,695578,686611,608336,54.02,,,,,,,,56,4,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,213.0,0.0,0.0,76.8,7.0,,0.0,,2,2,0.853,0.853,31,25,32,26,1,3,2.0,0.0,3.0,2.0,0.72,0.68,-0.68,40.5,18,FF,94.0,Oneil Cruz,71.44211427750395,6.408549373399298,5.35788572249605,0.591450626600702
FF,2024-09-07,95.2,-2.73,6.2,"Rainey, Tanner",665833,663432,field_out,hit_into_play,,,,,11.0,Oneil Cruz lines out sharply to center fielder Dylan Crews.,R,L,R,PIT,WSH,X,8.0,line_drive,1,2,2024,-1.03,1.56,-0.99,3.31,,,643396.0,1,6,Bot,69.22,52.06,,,,,6.864386489657765,-138.4903870105284,-5.437080684281529,-14.737221585428628,31.03557733886804,-11.088811179107292,3.82,1.77,388.0,103.6,22.0,95.2,2438.0,6.3,745456,686452,665953,671277,677588,682928,695578,686611,608336,54.21,0.709,1.127,0.0,1.0,0.0,0.0,6.0,56,5,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,213.0,-0.015,-0.219,78.3,6.9,1.992,0.219,103.6,2,2,0.853,0.853,31,25,32,26,1,3,2.0,0.0,3.0,2.0,0.96,1.03,-1.03,40.4,18,FF,94.0,Oneil Cruz,74.05904137714046,6.7087608024510255,4.240958622859537,0.1912391975489749
CH,2024-04-04,84.1,-2.96,5.89,"Rainey, Tanner",665833,663432,,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,WSH,PIT,S,,,0,0,2024,-0.94,1.08,-1.23,2.71,,669707.0,572191.0,1,8,Top,,,,,,,5.881312038942942,-122.35340246443114,-3.126919540684934,-10.55520610549685,24.22651953966532,-20.915615396948716,3.84,1.82,,,,84.5,1360.0,6.6,744870,656180,608336,545121,702358,682928,608385,696285,657041,53.95,,,,,,,,66,1,Changeup,2,7,7,2,7,2,7,2,Standard,Standard,223.0,0.0,-0.075,81.9,8.7,,0.075,,-5,5,0.013,0.987,31,25,32,26,1,4,3.0,1.0,1.0,1.0,2.15,0.94,-0.94,34.0,21,FF,94.0,Oneil Cruz,74.22899495333182,7.912728530694995,7.671005046668185,0.7872714693050042
SL,2024-04-04,86.4,-3.05,5.83,"Rainey, Tanner",665833,663432,,swinging_strike,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,WSH,PIT,S,,,3,1,2024,0.5,0.32,1.16,1.65,669707.0,572191.0,,1,8,Top,,,,,,,9.0085772290055,-125.50947692650271,-4.377209535697591,3.5178683975315947,24.576655394862037,-28.118439077923295,3.84,1.82,,,,86.4,2302.0,6.3,744870,656180,608336,545121,702358,682928,608385,696285,657041,54.19,,,,,,,,66,5,Slider,2,7,7,2,7,2,7,2,Strategic,Standard,144.0,0.0,-0.258,77.5,8.3,,0.258,,-5,5,0.01,0.99,31,25,32,26,1,4,3.0,1.0,1.0,1.0,2.74,-0.5,0.5,30.5,21,FF,94.0,Oneil Cruz,72.87364207985438,7.927975838976604,4.626357920145622,0.37202416102339697
SL,2024-04-04,84.6,-3.04,5.87,"Rainey, Tanner",665833,663432,strikeout,swinging_strike,,,,,7.0,Oneil Cruz strikes out swinging.,R,L,R,WSH,PIT,S,2.0,,3,2,2024,0.17,0.18,-0.52,2.13,669707.0,572191.0,,1,8,Top,,,,,,,5.542686586477481,-123.27831654526892,-2.8145135981688387,0.75215115224966,21.911946038260513,-29.983284819506057,3.84,1.82,,,,84.9,2266.0,6.2,744870,656180,608336,545121,702358,682928,608385,696285,657041,54.34,,0.0,0.0,1.0,0.0,0.0,,66,6,Slider,2,7,7,2,7,2,7,2,Strategic,Standard,101.0,0.005,-0.618,83.8,7.7,,0.618,,-5,5,0.01,0.99,31,25,32,26,1,4,3.0,1.0,1.0,1.0,2.97,-0.17,0.17,30.7,21,FF,94.0,Oneil Cruz,79.50560821127056,8.157787235818615,4.294391788729442,-0.457787235818615
FF,2024-05-12,93.0,-1.85,5.98,"Neris, Héctor",665833,593576,field_out,hit_into_play,,,,,4.0,Oneil Cruz lines out sharply to right fielder Cody Bellinger.,R,L,R,PIT,CHC,X,9.0,line_drive,3,1,2024,-0.64,1.46,-0.32,2.58,693304.0,457705.0,668804.0,2,9,Bot,125.6,194.53,,,,,5.317177128948676,-135.16620238458538,-6.054828551171633,-9.10783642189951,31.99033505122886,-13.199913238868334,3.85,1.79,339.0,106.8,42.0,92.3,2342.0,6.1,745499,543228,621550,670156,663611,663538,643565,691718,641355,54.36,0.406,0.841,0.0,1.0,0.0,0.0,6.0,77,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,223.0,-0.158,-1.271,85.4,8.4,1.612,1.271,106.8,0,0,0.658,0.658,35,25,35,26,1,4,5.0,1.0,5.0,1.0,1.2,0.64,-0.64,39.5,22,FF,93.0,Oneil Cruz,80.74800699968327,7.428464560466252,4.651993000316736,0.9715354395337483
SI,2024-09-26,94.7,2.92,6.06,"Koenig, Jared",665833,657649,,foul,,,,,14.0,"Oneil Cruz pops into a force out, third baseman Joey Ortiz to shortstop Willy Adames.   Bryan Reynolds out at 2nd.    Oneil Cruz to 1st.",R,L,L,PIT,MIL,S,,,0,0,2024,1.21,0.95,0.96,2.53,,,668804.0,0,8,Bot,,,,,,,-7.806965338493311,-137.6665188996291,-5.662298490634412,17.133293267319086,30.583704011199405,-19.009655791121286,3.83,1.76,7.0,103.6,-21.0,94.5,2287.0,6.3,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.25,,,,,,,,68,1,Sinker,2,5,2,5,5,2,2,5,Infield shade,Standard,143.0,0.0,-0.063,84.7,7.5,,0.063,103.6,-3,-3,0.127,0.127,30,25,30,26,1,3,4.0,1.0,2.0,1.0,1.6,1.21,1.21,31.9,14,FF,96.8,Oneil Cruz,76.97844579210047,7.012460309747055,7.72155420789953,0.4875396902529454
CU,2024-09-26,81.0,3.2,5.8,"Koenig, Jared",665833,657649,force_out,hit_into_play,,,,,13.0,"Oneil Cruz pops into a force out, third baseman Joey Ortiz to shortstop Willy Adames.   Bryan Reynolds out at 2nd.    Oneil Cruz to 1st.",R,L,L,PIT,MIL,X,5.0,popup,2,1,2024,-1.09,-0.55,-0.53,1.6,,,668804.0,0,8,Bot,114.6,188.39,,,,,-6.194527442423598,-117.8418308193792,-1.633049675258372,-8.82690074006357,24.481531241056665,-37.13124075073002,3.83,1.76,23.0,67.7,81.0,80.3,2489.0,6.0,745443,606992,656555,668930,687401,642715,686217,663368,669003,54.49,0.003,0.003,0.0,1.0,0.0,0.0,3.0,68,4,Curveball,2,5,2,5,5,2,2,5,Strategic,Standard,304.0,-0.043,-0.422,76.9,8.2,0.003,0.422,88.0,-3,-3,0.127,0.127,30,25,30,26,1,3,4.0,1.0,2.0,1.0,4.05,-1.09,-1.09,30.3,14,FF,96.8,Oneil Cruz,76.85463716009691,8.674574297728745,0.04536283990309187,-0.47457429772874526
SI,2024-04-23,95.2,2.97,6.12,"Koenig, Jared",665833,657649,force_out,hit_into_play,,,,,8.0,"Oneil Cruz grounds into a force out, fielded by shortstop Willy Adames.   Connor Joe out at 2nd.",R,L,L,PIT,MIL,X,6.0,ground_ball,0,1,2024,1.27,0.91,0.26,2.02,,663647.0,656582.0,2,6,Bot,126.12,140.31,,,,,-9.917176566637885,-138.17807650702488,-7.10772636340096,18.449420618992104,31.236068721179723,-19.041626139999295,3.83,1.8,5.0,87.0,-23.0,94.8,2277.0,6.2,745516,596142,656555,668930,687401,642715,686894,663368,694192,54.25,0.066,0.066,0.0,1.0,0.0,0.0,2.0,47,2,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,151.0,-0.025,-0.369,77.3,7.0,0.074,0.369,88.0,2,2,0.849,0.849,30,25,30,26,1,2,7.0,1.0,2.0,1.0,1.62,1.27,1.27,39.7,28,FF,96.8,Oneil Cruz,81.86517097919543,7.714475111226902,-4.565170979195429,-0.7144751112269017
SL,2024-09-15,83.0,-1.67,5.37,"Singer, Brady",665833,663903,field_out,hit_into_play,,,,,9.0,Oneil Cruz flies out to center fielder Garrett Hampson.,R,L,R,PIT,KC,X,8.0,fly_ball,0,0,2024,0.32,-0.26,0.3,1.77,,668804.0,,0,1,Bot,133.58,97.3,,,,,3.9369240239487033,-120.9693383674964,-1.350235816272754,2.4655986454755165,20.757703398409905,-34.75061714783281,3.82,1.8,255.0,98.8,48.0,84.5,2405.0,6.9,745449,521692,493329,672580,657557,677951,502054,641658,624428,53.62,0.014,0.022,0.0,1.0,0.0,0.0,3.0,6,1,Slider,1,0,1,0,0,1,1,0,Infield shade,Standard,75.0,-0.036,-0.361,85.1,8.4,0.04,0.361,98.8,1,1,0.702,0.702,27,25,28,26,1,0,6.0,1.0,6.0,2.0,3.53,-0.32,0.32,29.3,89,FF,91.6,Oneil Cruz,79.204734797157,8.156956810402555,5.895265202842992,0.24304318959744542
ST,2024-09-15,80.8,-1.66,5.21,"Singer, Brady",665833,663903,single,hit_into_play,,,,,9.0,Oneil Cruz singles on a ground ball to second baseman Maikel Garcia.,R,L,R,PIT,KC,X,4.0,ground_ball,0,0,2024,0.77,-0.05,0.6,2.01,,,,0,4,Bot,161.13,144.95,,,,,3.6111016512577416,-117.7831328986456,-0.4325828861892468,6.552564799466749,21.276015290512944,-32.77637670629154,3.82,1.8,125.0,66.1,14.0,81.9,2520.0,6.9,745449,521692,493329,672580,657557,677951,502054,641658,624428,53.65,0.297,0.267,0.9,1.0,1.0,0.0,2.0,32,1,Sweeper,1,2,1,2,2,1,1,2,Infield shade,Standard,61.0,0.049,0.403,67.0,7.7,0.303,-0.403,88.0,-1,-1,0.421,0.421,27,25,28,26,2,1,6.0,1.0,6.0,2.0,3.52,-0.77,0.77,24.5,89,FF,91.6,Oneil Cruz,77.01847191464857,8.103090444605591,-10.018471914648572,-0.4030904446055912
ST,2024-04-29,84.0,-1.59,5.93,"Kelly, Michael",665833,547184,single,hit_into_play,,,,,14.0,Oneil Cruz singles on a line drive to center fielder JJ Bleday.,R,L,R,OAK,PIT,X,8.0,line_drive,1,1,2024,1.09,-0.45,0.53,1.48,,,,1,9,Top,130.35,108.02,,,,,2.7273535356825933,-122.28781057047486,-2.9106548212775047,10.255522262827688,27.34798292189426,-36.21909490641807,3.9,1.81,145.0,81.8,12.0,82.9,2711.0,5.9,745672,669127,676116,680474,687231,669397,665923,668709,671732,54.64,0.569,0.512,0.9,1.0,1.0,0.0,4.0,66,3,Sweeper,5,1,1,5,1,5,1,5,Infield shade,Standard,53.0,-0.008,0.274,61.8,7.5,0.606,-0.274,88.0,4,-4,0.995,0.005,31,25,32,26,1,3,2.0,1.0,2.0,1.0,3.71,-1.09,1.09,31.8,17,FF,95.1,Oneil Cruz,75.62857242025206,8.340267412066003,-13.828572420252058,-0.8402674120660034
SL,2024-05-23,87.0,-2.23,6.47,"Jackson, Luke",665833,592426,field_out,hit_into_play,,,,,6.0,Oneil Cruz pops out to shortstop Brett Wisely.,R,L,R,PIT,SF,X,6.0,popup,0,1,2024,0.25,-0.35,0.53,2.44,,,656582.0,1,7,Bot,116.78,126.36,,,,,6.202320854704171,-126.75960211741004,-2.867715519574076,1.62063432402777,22.80748999144224,-35.69859232666786,3.81,1.78,186.0,85.9,59.0,88.8,2175.0,7.1,745500,592200,664774,642731,656305,689172,671218,682641,663630,53.42,0.034,0.043,0.0,1.0,0.0,0.0,3.0,59,2,Slider,6,2,6,2,2,6,6,2,Standard,Standard,29.0,-0.003,-0.253,81.0,7.9,0.057,0.253,88.0,4,4,0.974,0.974,32,25,33,26,1,3,2.0,1.0,2.0,1.0,3.33,-0.25,0.25,55.8,17,FF,94.7,Oneil Cruz,80.40087420680887,7.5880424088016944,0.5991257931911349,0.3119575911983059
